config,idx,source,true_label,ood_score,pred_label,correct
chốt demo (user),123,AA_pure,ID,0.429262,ID,1
chốt demo (user),124,AA_pure,ID,0.368869,ID,1
chốt demo (user),125,AA_pure,ID,0.096765,ID,1
chốt demo (user),126,AA_pure,ID,0.482302,ID,1
chốt demo (user),127,AA_pure,ID,0.11733,ID,1
chốt demo (user),128,AA_pure,ID,0.360072,ID,1
chốt demo (user),129,AA_pure,ID,0.416122,ID,1
chốt demo (user),130,AA_pure,ID,0.249986,ID,1
chốt demo (user),131,AA_pure,ID,0.178853,ID,1
chốt demo (user),132,AA_pure,ID,0.264825,ID,1
chốt demo (user),133,AA_pure,ID,0.203169,ID,1
chốt demo (user),134,AA_pure,ID,0.168086,ID,1
chốt demo (user),135,AA_pure,ID,0.200971,ID,1
chốt demo (user),136,AA_pure,ID,0.535524,ID,1
chốt demo (user),137,AA_pure,ID,0.353837,ID,1
chốt demo (user),138,AA_pure,ID,0.615389,ID,1
chốt demo (user),139,AA_pure,ID,0.215177,ID,1
chốt demo (user),140,AA_pure,ID,0.386017,ID,1
chốt demo (user),141,AA_pure,ID,0.269207,ID,1
chốt demo (user),142,AA_pure,ID,0.6297,ID,1
chốt demo (user),143,AA_pure,ID,0.086783,ID,1
chốt demo (user),144,AA_pure,ID,0.45432,ID,1
chốt demo (user),145,AA_pure,ID,0.291675,ID,1
chốt demo (user),146,AA_pure,ID,0.196192,ID,1
chốt demo (user),147,AA_pure,ID,0.165583,ID,1
chốt demo (user),148,AA_pure,ID,0.308767,ID,1
chốt demo (user),149,AA_pure,ID,0.161236,ID,1
chốt demo (user),150,AA_pure,ID,0.183778,ID,1
chốt demo (user),151,AA_pure,ID,0.153482,ID,1
chốt demo (user),152,AA_pure,ID,0.281969,ID,1
chốt demo (user),153,AA_pure,ID,0.18388,ID,1
chốt demo (user),154,AA_pure,ID,0.442709,ID,1
chốt demo (user),155,AA_pure,ID,0.238496,ID,1
chốt demo (user),156,AA_pure,ID,0.059811,ID,1
chốt demo (user),157,AA_pure,ID,0.137899,ID,1
chốt demo (user),158,AA_pure,ID,0.461273,ID,1
chốt demo (user),159,AA_pure,ID,0.141395,ID,1
chốt demo (user),160,AA_pure,ID,0.167075,ID,1
chốt demo (user),161,AA_pure,ID,0.160487,ID,1
chốt demo (user),162,AA_pure,ID,0.241624,ID,1
chốt demo (user),163,AA_pure,ID,0.320395,ID,1
chốt demo (user),164,AA_pure,ID,0.200825,ID,1
chốt demo (user),165,AA_pure,ID,0.117778,ID,1
chốt demo (user),166,AA_pure,ID,0.227801,ID,1
chốt demo (user),167,AA_pure,ID,0.222931,ID,1
chốt demo (user),168,AA_pure,ID,0.617162,ID,1
chốt demo (user),169,AA_pure,ID,0.453013,ID,1
chốt demo (user),170,AA_pure,ID,0.443005,ID,1
chốt demo (user),171,AA_pure,ID,0.105153,ID,1
chốt demo (user),172,AA_pure,ID,0.303096,ID,1
chốt demo (user),173,AA_pure,ID,0.333949,ID,1
chốt demo (user),174,AA_pure,ID,0.18807,ID,1
chốt demo (user),175,AA_pure,ID,0.292826,ID,1
chốt demo (user),176,AA_pure,ID,0.289456,ID,1
chốt demo (user),177,AA_pure,ID,0.26927,ID,1
chốt demo (user),178,AA_pure,ID,0.466375,ID,1
chốt demo (user),179,AA_pure,ID,0.330464,ID,1
chốt demo (user),180,AA_pure,ID,0.435275,ID,1
chốt demo (user),181,AA_pure,ID,0.236773,ID,1
chốt demo (user),182,AA_pure,ID,0.47953,ID,1
chốt demo (user),183,AA_pure,ID,0.267415,ID,1
chốt demo (user),184,AA_pure,ID,0.368441,ID,1
chốt demo (user),185,AA_pure,ID,0.29243,ID,1
chốt demo (user),186,AA_pure,ID,0.181242,ID,1
chốt demo (user),187,AA_pure,ID,0.252374,ID,1
chốt demo (user),188,AA_pure,ID,0.273529,ID,1
chốt demo (user),189,AA_pure,ID,0.273493,ID,1
chốt demo (user),190,AA_pure,ID,0.401275,ID,1
chốt demo (user),191,AA_pure,ID,0.361325,ID,1
chốt demo (user),192,AA_pure,ID,0.311951,ID,1
chốt demo (user),193,AA_pure,ID,0.330777,ID,1
chốt demo (user),194,AA_pure,ID,0.408534,ID,1
chốt demo (user),195,AA_pure,ID,0.142755,ID,1
chốt demo (user),196,AA_pure,ID,0.239293,ID,1
chốt demo (user),197,AA_pure,ID,0.18812,ID,1
chốt demo (user),198,AA_pure,ID,0.2595,ID,1
chốt demo (user),199,AA_pure,ID,0.380893,ID,1
chốt demo (user),200,AA_pure,ID,0.354037,ID,1
chốt demo (user),201,AA_pure,ID,0.195406,ID,1
chốt demo (user),202,AA_pure,ID,0.33909,ID,1
chốt demo (user),203,AA_pure,ID,0.303592,ID,1
chốt demo (user),204,AA_pure,ID,0.132907,ID,1
chốt demo (user),205,AA_pure,ID,0.357827,ID,1
chốt demo (user),206,AA_pure,ID,0.217833,ID,1
chốt demo (user),207,AA_pure,ID,0.380884,ID,1
chốt demo (user),208,AA_pure,ID,0.200613,ID,1
chốt demo (user),209,AA_pure,ID,0.455604,ID,1
chốt demo (user),210,AA_pure,ID,0.110636,ID,1
chốt demo (user),211,AA_pure,ID,0.345019,ID,1
chốt demo (user),212,AA_pure,ID,0.351017,ID,1
chốt demo (user),213,AA_pure,ID,0.392391,ID,1
chốt demo (user),214,AA_pure,ID,0.490748,ID,1
chốt demo (user),215,AA_pure,ID,0.165175,ID,1
chốt demo (user),216,AA_pure,ID,0.239022,ID,1
chốt demo (user),217,AA_pure,ID,0.234537,ID,1
chốt demo (user),218,AA_pure,ID,0.276218,ID,1
chốt demo (user),219,AA_pure,ID,0.166195,ID,1
chốt demo (user),220,AA_pure,ID,0.187573,ID,1
chốt demo (user),221,AA_pure,ID,0.272484,ID,1
chốt demo (user),222,AA_pure,ID,0.24955,ID,1
chốt demo (user),223,AA_pure,ID,0.566671,ID,1
chốt demo (user),224,AA_pure,ID,0.163023,ID,1
chốt demo (user),225,AA_pure,ID,0.332618,ID,1
chốt demo (user),226,AA_pure,ID,0.379382,ID,1
chốt demo (user),227,AA_pure,ID,0.294622,ID,1
chốt demo (user),228,AA_pure,ID,0.35656,ID,1
chốt demo (user),229,AA_pure,ID,0.233673,ID,1
chốt demo (user),230,AA_pure,ID,0.30098,ID,1
chốt demo (user),231,AA_pure,ID,0.108608,ID,1
chốt demo (user),232,AA_pure,ID,0.422514,ID,1
chốt demo (user),233,AA_pure,ID,0.244242,ID,1
chốt demo (user),234,AA_pure,ID,0.374537,ID,1
chốt demo (user),235,AA_pure,ID,0.580637,ID,1
chốt demo (user),236,AA_pure,ID,0.232913,ID,1
chốt demo (user),237,AA_pure,ID,0.352997,ID,1
chốt demo (user),238,AA_pure,ID,0.11663,ID,1
chốt demo (user),239,AA_pure,ID,0.604512,ID,1
chốt demo (user),240,AA_pure,ID,0.130544,ID,1
chốt demo (user),241,AA_pure,ID,0.228363,ID,1
chốt demo (user),242,AA_pure,ID,0.34726,ID,1
chốt demo (user),243,AA_pure,ID,0.158658,ID,1
chốt demo (user),244,AA_pure,ID,0.102918,ID,1
chốt demo (user),245,AA_pure,ID,0.273343,ID,1
chốt demo (user),246,AA_pure,ID,0.332477,ID,1
chốt demo (user),247,AA_pure,ID,0.533186,ID,1
chốt demo (user),248,AA_pure,ID,0.308962,ID,1
chốt demo (user),249,AA_pure,ID,0.174968,ID,1
chốt demo (user),250,AA_pure,ID,0.246424,ID,1
chốt demo (user),251,AA_pure,ID,0.42649,ID,1
chốt demo (user),252,AA_pure,ID,0.189642,ID,1
chốt demo (user),253,AA_pure,ID,0.116117,ID,1
chốt demo (user),254,AA_pure,ID,0.157392,ID,1
chốt demo (user),255,AA_pure,ID,0.279408,ID,1
chốt demo (user),256,AA_pure,ID,0.286971,ID,1
chốt demo (user),257,AA_pure,ID,0.486674,ID,1
chốt demo (user),258,AA_pure,ID,0.443508,ID,1
chốt demo (user),259,AA_pure,ID,0.341817,ID,1
chốt demo (user),260,AA_pure,ID,0.274725,ID,1
chốt demo (user),261,AA_pure,ID,0.361262,ID,1
chốt demo (user),262,AA_pure,ID,0.425626,ID,1
chốt demo (user),263,AA_pure,ID,0.181219,ID,1
chốt demo (user),264,AA_pure,ID,0.35583,ID,1
chốt demo (user),265,AA_pure,ID,0.238106,ID,1
chốt demo (user),266,AA_pure,ID,0.176659,ID,1
chốt demo (user),267,AA_pure,ID,0.26655,ID,1
chốt demo (user),268,AA_pure,ID,0.125128,ID,1
chốt demo (user),269,AA_pure,ID,0.197678,ID,1
chốt demo (user),270,AA_pure,ID,0.537355,ID,1
chốt demo (user),271,AA_pure,ID,0.471892,ID,1
chốt demo (user),272,AA_pure,ID,0.121539,ID,1
chốt demo (user),273,AA_pure,ID,0.378878,ID,1
chốt demo (user),274,AA_pure,ID,0.145678,ID,1
chốt demo (user),275,AA_pure,ID,0.461295,ID,1
chốt demo (user),276,AA_pure,ID,0.250191,ID,1
chốt demo (user),277,AA_pure,ID,0.412779,ID,1
chốt demo (user),278,AA_pure,ID,0.375305,ID,1
chốt demo (user),279,AA_pure,ID,0.099567,ID,1
chốt demo (user),280,AA_pure,ID,0.289403,ID,1
chốt demo (user),281,AA_pure,ID,0.29815,ID,1
chốt demo (user),282,AA_pure,ID,0.294905,ID,1
chốt demo (user),283,AA_pure,ID,0.281995,ID,1
chốt demo (user),284,AA_pure,ID,0.144388,ID,1
chốt demo (user),285,AA_pure,ID,0.177063,ID,1
chốt demo (user),286,AA_pure,ID,0.297252,ID,1
chốt demo (user),287,AA_pure,ID,0.238918,ID,1
chốt demo (user),288,AA_pure,ID,0.175215,ID,1
chốt demo (user),289,AA_pure,ID,0.413771,ID,1
chốt demo (user),290,AA_pure,ID,0.379217,ID,1
chốt demo (user),291,AA_pure,ID,0.207358,ID,1
chốt demo (user),292,AA_pure,ID,0.260702,ID,1
chốt demo (user),293,AA_pure,ID,0.13766,ID,1
chốt demo (user),294,AA_pure,ID,0.483677,ID,1
chốt demo (user),295,AA_pure,ID,0.229258,ID,1
chốt demo (user),296,AA_pure,ID,0.293746,ID,1
chốt demo (user),297,AA_pure,ID,0.30753,ID,1
chốt demo (user),298,AA_pure,ID,0.277061,ID,1
chốt demo (user),299,AA_pure,ID,0.218426,ID,1
chốt demo (user),300,AA_pure,ID,0.206303,ID,1
chốt demo (user),301,AA_pure,ID,0.479782,ID,1
chốt demo (user),302,AA_pure,ID,0.124015,ID,1
chốt demo (user),303,AA_pure,ID,0.188253,ID,1
chốt demo (user),304,AA_pure,ID,0.347979,ID,1
chốt demo (user),305,AA_pure,ID,0.203038,ID,1
chốt demo (user),306,AA_pure,ID,0.621802,ID,1
chốt demo (user),307,AA_pure,ID,0.147861,ID,1
chốt demo (user),308,AA_pure,ID,0.505465,ID,1
chốt demo (user),309,AA_pure,ID,0.210967,ID,1
chốt demo (user),310,AA_pure,ID,0.379515,ID,1
chốt demo (user),311,AA_pure,ID,0.308581,ID,1
chốt demo (user),312,AA_pure,ID,0.352958,ID,1
chốt demo (user),313,AA_pure,ID,0.226313,ID,1
chốt demo (user),314,AA_pure,ID,0.160714,ID,1
chốt demo (user),315,AA_pure,ID,0.282973,ID,1
chốt demo (user),316,AA_pure,ID,0.23001,ID,1
chốt demo (user),317,AA_pure,ID,0.209686,ID,1
chốt demo (user),318,AA_pure,ID,0.485774,ID,1
chốt demo (user),319,AA_pure,ID,0.232796,ID,1
chốt demo (user),320,AA_pure,ID,0.127634,ID,1
chốt demo (user),321,AA_pure,ID,0.177431,ID,1
chốt demo (user),322,AA_pure,ID,0.232408,ID,1
chốt demo (user),323,AA_pure,ID,0.324105,ID,1
chốt demo (user),324,AA_pure,ID,0.22685,ID,1
chốt demo (user),325,AA_pure,ID,0.099481,ID,1
chốt demo (user),326,AA_pure,ID,0.224891,ID,1
chốt demo (user),327,AA_pure,ID,0.170192,ID,1
chốt demo (user),328,AA_pure,ID,0.168438,ID,1
chốt demo (user),329,AA_pure,ID,0.149088,ID,1
chốt demo (user),330,AA_pure,ID,0.239633,ID,1
chốt demo (user),331,AA_pure,ID,0.147089,ID,1
chốt demo (user),332,AA_pure,ID,0.32699,ID,1
chốt demo (user),333,AA_pure,ID,0.441411,ID,1
chốt demo (user),334,AA_pure,ID,0.10476,ID,1
chốt demo (user),335,AA_pure,ID,0.265711,ID,1
chốt demo (user),336,AA_pure,ID,0.173842,ID,1
chốt demo (user),337,AA_pure,ID,0.467811,ID,1
chốt demo (user),338,AA_pure,ID,0.32186,ID,1
chốt demo (user),339,AA_pure,ID,0.311927,ID,1
chốt demo (user),340,AA_pure,ID,0.52388,ID,1
chốt demo (user),341,AA_pure,ID,0.431938,ID,1
chốt demo (user),342,AA_pure,ID,0.329808,ID,1
chốt demo (user),343,AA_pure,ID,0.150354,ID,1
chốt demo (user),344,AA_pure,ID,0.358805,ID,1
chốt demo (user),345,AA_pure,ID,0.255774,ID,1
chốt demo (user),346,AA_pure,ID,0.109188,ID,1
chốt demo (user),347,AA_pure,ID,0.420793,ID,1
chốt demo (user),348,AA_pure,ID,0.242021,ID,1
chốt demo (user),349,AA_pure,ID,0.38549,ID,1
chốt demo (user),350,AA_pure,ID,0.362766,ID,1
chốt demo (user),351,AA_pure,ID,0.339736,ID,1
chốt demo (user),352,AA_pure,ID,0.162757,ID,1
chốt demo (user),353,AA_pure,ID,0.18566,ID,1
chốt demo (user),354,AA_pure,ID,0.298889,ID,1
chốt demo (user),355,AA_pure,ID,0.106392,ID,1
chốt demo (user),356,AA_pure,ID,0.114478,ID,1
chốt demo (user),357,AA_pure,ID,0.299816,ID,1
chốt demo (user),358,AA_pure,ID,0.431608,ID,1
chốt demo (user),359,AA_pure,ID,0.229423,ID,1
chốt demo (user),360,AA_pure,ID,0.200229,ID,1
chốt demo (user),361,AA_pure,ID,0.303993,ID,1
chốt demo (user),362,AA_pure,ID,0.474465,ID,1
chốt demo (user),363,AA_pure,ID,0.319031,ID,1
chốt demo (user),364,AA_pure,ID,0.299113,ID,1
chốt demo (user),365,AA_pure,ID,0.390197,ID,1
chốt demo (user),366,AA_pure,ID,0.355776,ID,1
chốt demo (user),367,AA_pure,ID,0.470948,ID,1
chốt demo (user),368,AA_pure,ID,0.11557,ID,1
chốt demo (user),369,AA_pure,ID,0.171825,ID,1
chốt demo (user),370,AA_pure,ID,0.355832,ID,1
chốt demo (user),371,AA_pure,ID,0.237996,ID,1
chốt demo (user),372,AA_pure,ID,0.210983,ID,1
chốt demo (user),373,AA_pure,ID,0.310913,ID,1
chốt demo (user),374,AA_pure,ID,0.239644,ID,1
chốt demo (user),375,AA_pure,ID,0.404434,ID,1
chốt demo (user),376,AA_pure,ID,0.318172,ID,1
chốt demo (user),377,AA_pure,ID,0.272932,ID,1
chốt demo (user),378,AA_pure,ID,0.3108,ID,1
chốt demo (user),379,AA_pure,ID,0.136548,ID,1
chốt demo (user),380,AA_pure,ID,0.235969,ID,1
chốt demo (user),381,AA_pure,ID,0.11993,ID,1
chốt demo (user),382,AA_pure,ID,0.379599,ID,1
chốt demo (user),383,AA_pure,ID,0.156539,ID,1
chốt demo (user),384,AA_pure,ID,0.199561,ID,1
chốt demo (user),385,AA_pure,ID,0.20058,ID,1
chốt demo (user),386,AA_pure,ID,0.175028,ID,1
chốt demo (user),387,AA_pure,ID,0.585639,ID,1
chốt demo (user),388,AA_pure,ID,0.470811,ID,1
chốt demo (user),389,AA_pure,ID,0.193136,ID,1
chốt demo (user),390,AA_pure,ID,0.222522,ID,1
chốt demo (user),391,AA_pure,ID,0.141896,ID,1
chốt demo (user),392,AA_pure,ID,0.398844,ID,1
chốt demo (user),393,AA_pure,ID,0.484554,ID,1
chốt demo (user),394,AA_pure,ID,0.407298,ID,1
chốt demo (user),395,AA_pure,ID,0.102752,ID,1
chốt demo (user),396,AA_pure,ID,0.571329,ID,1
chốt demo (user),397,AA_pure,ID,0.316146,ID,1
chốt demo (user),398,AA_pure,ID,0.197506,ID,1
chốt demo (user),399,AA_pure,ID,0.159475,ID,1
chốt demo (user),400,AA_pure,ID,0.264429,ID,1
chốt demo (user),401,AA_pure,ID,0.189485,ID,1
chốt demo (user),402,AA_pure,ID,0.158045,ID,1
chốt demo (user),403,AA_pure,ID,0.415188,ID,1
chốt demo (user),404,AA_pure,ID,0.265854,ID,1
chốt demo (user),405,AA_pure,ID,0.195695,ID,1
chốt demo (user),406,AA_pure,ID,0.636332,ID,1
chốt demo (user),407,AA_pure,ID,0.202727,ID,1
chốt demo (user),408,AA_pure,ID,0.185693,ID,1
chốt demo (user),409,AA_pure,ID,0.157765,ID,1
chốt demo (user),410,AA_pure,ID,0.212329,ID,1
chốt demo (user),411,AA_pure,ID,0.119593,ID,1
chốt demo (user),412,AA_pure,ID,0.269958,ID,1
chốt demo (user),413,AA_pure,ID,0.303596,ID,1
chốt demo (user),414,AA_pure,ID,0.290063,ID,1
chốt demo (user),415,AA_pure,ID,0.56916,ID,1
chốt demo (user),416,AA_pure,ID,0.606548,ID,1
chốt demo (user),417,AA_pure,ID,0.114879,ID,1
chốt demo (user),418,AA_pure,ID,0.400515,ID,1
chốt demo (user),419,AA_pure,ID,0.352344,ID,1
chốt demo (user),420,AA_pure,ID,0.252422,ID,1
chốt demo (user),421,AA_pure,ID,0.307049,ID,1
chốt demo (user),422,AA_pure,ID,0.201245,ID,1
chốt demo (user),423,AA_pure,ID,0.139678,ID,1
chốt demo (user),424,AA_pure,ID,0.218582,ID,1
chốt demo (user),425,AA_pure,ID,0.307035,ID,1
chốt demo (user),426,AA_pure,ID,0.252247,ID,1
chốt demo (user),427,AA_pure,ID,0.249843,ID,1
chốt demo (user),428,AA_pure,ID,0.369701,ID,1
chốt demo (user),429,AA_pure,ID,0.212089,ID,1
chốt demo (user),430,AA_pure,ID,0.334466,ID,1
chốt demo (user),431,AA_pure,ID,0.31833,ID,1
chốt demo (user),432,AA_pure,ID,0.42033,ID,1
chốt demo (user),433,AA_pure,ID,0.468435,ID,1
chốt demo (user),434,AA_pure,ID,0.481109,ID,1
chốt demo (user),435,AA_pure,ID,0.194856,ID,1
chốt demo (user),436,AA_pure,ID,0.267243,ID,1
chốt demo (user),437,AA_pure,ID,0.229848,ID,1
chốt demo (user),438,AA_pure,ID,0.221459,ID,1
chốt demo (user),439,AA_pure,ID,0.263705,ID,1
chốt demo (user),440,AA_pure,ID,0.303989,ID,1
chốt demo (user),441,AA_pure,ID,0.206184,ID,1
chốt demo (user),442,AA_pure,ID,0.314375,ID,1
chốt demo (user),443,AA_pure,ID,0.239751,ID,1
chốt demo (user),444,AA_pure,ID,0.44331,ID,1
chốt demo (user),445,AA_pure,ID,0.18497,ID,1
chốt demo (user),446,AA_pure,ID,0.110863,ID,1
chốt demo (user),447,AA_pure,ID,0.158165,ID,1
chốt demo (user),448,AA_pure,ID,0.368041,ID,1
chốt demo (user),449,AA_pure,ID,0.130712,ID,1
chốt demo (user),450,AA_pure,ID,0.463728,ID,1
chốt demo (user),451,AA_pure,ID,0.186092,ID,1
chốt demo (user),452,AA_pure,ID,0.220958,ID,1
chốt demo (user),453,AA_pure,ID,0.241672,ID,1
chốt demo (user),454,AA_pure,ID,0.279465,ID,1
chốt demo (user),455,AA_pure,ID,0.457801,ID,1
chốt demo (user),456,AA_pure,ID,0.348947,ID,1
chốt demo (user),457,AA_pure,ID,0.448234,ID,1
chốt demo (user),458,AA_pure,ID,0.181885,ID,1
chốt demo (user),459,AA_pure,ID,0.155425,ID,1
chốt demo (user),460,AA_pure,ID,0.289725,ID,1
chốt demo (user),461,AA_pure,ID,0.140261,ID,1
chốt demo (user),462,AA_pure,ID,0.19987,ID,1
chốt demo (user),463,AA_pure,ID,0.173859,ID,1
chốt demo (user),464,AA_pure,ID,0.210361,ID,1
chốt demo (user),465,AA_pure,ID,0.388689,ID,1
chốt demo (user),466,AA_pure,ID,0.413837,ID,1
chốt demo (user),467,AA_pure,ID,0.229888,ID,1
chốt demo (user),468,AA_pure,ID,0.123161,ID,1
chốt demo (user),469,AA_pure,ID,0.287824,ID,1
chốt demo (user),470,AA_pure,ID,0.244029,ID,1
chốt demo (user),471,AA_pure,ID,0.194415,ID,1
chốt demo (user),472,AA_pure,ID,0.130595,ID,1
chốt demo (user),473,AA_pure,ID,0.252619,ID,1
chốt demo (user),474,AA_pure,ID,0.153623,ID,1
chốt demo (user),475,AA_pure,ID,0.235844,ID,1
chốt demo (user),476,AA_pure,ID,0.34508,ID,1
chốt demo (user),477,AA_pure,ID,0.525227,ID,1
chốt demo (user),478,AA_pure,ID,0.328343,ID,1
chốt demo (user),479,AA_pure,ID,0.660699,ID,1
chốt demo (user),480,AA_pure,ID,0.212756,ID,1
